name,amount
ŁUCZYŃSKI,2117
KULIGOWSKI,2116
MOSKWA,2116
ZALESKI,2114
CYRAN,2113
MAJER,2113
WIATR,2113
BLOCH,2112
ZATORSKI,2112
MĄKA,2107
BADURA,2105
CZARNY,2105
KUDŁA,2105
ZAŁĘSKI,2101
KONDRACKI,2099
PUZIO,2099
SARNA,2095
WOJNOWSKI,2094
JAKUBCZAK,2093
KARBOWSKI,2090
BOGACKI,2089
MIELNIK,2082
DUDKIEWICZ,2081
ROZMUS,2081
SĘKOWSKI,2081
POPEK,2080
SAGAN,2079
RUSINEK,2075
CHRUŚCIEL,2074
DEPTUŁA,2070
BAŁDYGA,2069
GANCARZ,2068
MATEJA,2068
KOSIOR,2067
KUPCZYK,2067
SEMENIUK,2066
BĘBEN,2065
BORECKI,2065
MROZIŃSKI,2065
BOCHEŃSKI,2060
WIDERA,2059
KARASIŃSKI,2058
STACH,2058
BOROWICZ,2057
TRAWIŃSKI,2057
GRZEGORZEWSKI,2056
SZMIDT,2056
PRZYGODA,2055
SUCHODOLSKI,2054
KUNICKI,2053
KOSIOREK,2052
STRZELEC,2052
MIKOŁAJEWSKI,2049
WĄSOWICZ,2048
MIROWSKI,2047
PACIOREK,2047
KWAŚNIAK,2044
KĘPIŃSKI,2042
MYSZKA,2042
WOLAŃSKI,2041
FRYDRYCH,2039
GAJOS,2039
KRAWCZYŃSKI,2039
BOGDANOWICZ,2037
RATAJ,2037
PYKA,2036
SIUDA,2036
JELONEK,2035
POZNAŃSKI,2034
KARWACKI,2032
CZAPSKI,2031
BORUCKI,2027
KLIŚ,2027
MADEJSKI,2026
SAJDAK,2024
WOJNAROWSKI,2023
JÓZEFOWICZ,2022
SIWAK,2019
BIEGAŃSKI,2016
NIEDŹWIEDŹ,2015
PŁACZEK,2015
GROMEK,2014
OGONOWSKI,2013
BOROWIECKI,2011
KROK,2010
TOBIASZ,2010
CZAPLICKI,2008
BARCZYK,2006
DYLEWSKI,2004
ŻELAZNY,2002
JEŻEWSKI,2001
ŁĄCKI,2000
JANIEC,1998
KUNA,1998
FABISIAK,1996
ŁUKOMSKI,1995
FORMELA,1993
PIRÓG,1990
OLEKSIAK,1987
BOGUSZEWSKI,1986
KOTARSKI,1984
KUTA,1983
RUSZKOWSKI,1983
PANKOWSKI,1982
KOSSAKOWSKI,1980
KURKOWSKI,1980
BARTOSIAK,1979
PODOLSKI,1979
WĄS,1979
HOFMAN,1977
KUŁAKOWSKI,1977
SZNAJDER,1976
STARZYŃSKI,1975
MYSZKOWSKI,1974
ZDROJEWSKI,1974
MROZIK,1973
ĆWIEK,1971
ŁYSIAK,1971
SOBKOWIAK,1969
KRASOŃ,1968
KUBALA,1968
CABAN,1965
KORCZYŃSKI,1961
ZAJKOWSKI,1960
PIENIĄŻEK,1959
ZDANOWICZ,1956
MISIEWICZ,1955
KOTOWICZ,1954
SZUMSKI,1953
BAŃKOWSKI,1950
KUŹMIŃSKI,1950
GUZEK,1947
ROLA,1947
KASPROWICZ,1946
RACHWAŁ,1945
TWOREK,1945
WIKTOR,1945
STADNIK,1944
HAŁAS,1943
KOCUR,1943
LACHOWSKI,1942
OLESIŃSKI,1939
JAROCKI,1938
GÓRZYŃSKI,1937
WLAZŁO,1936
GLINKA,1933
PACEK,1933
JASKUŁA,1932
KISIELEWSKI,1931
OLESZCZUK,1931
JANKIEWICZ,1929
KOC,1929
BAJOR,1928
TARKOWSKI,1926
BIELICKI,1925
ŁATA,1924
POKORSKI,1924
WIERZBOWSKI,1924
ZADROŻNY,1922
SROCZYŃSKI,1921
PRZYBYŁEK,1919
LISEK,1918
LUBIŃSKI,1918
WALKIEWICZ,1917
NOCOŃ,1914
ZIAJA,1912
JANIKOWSKI,1910
POŚPIECH,1910
SKUPIEŃ,1910
BRYK,1909
PISKORSKI,1909
KAWCZYŃSKI,1908
KRASIŃSKI,1908
GŁOWACZ,1907
KOŁEK,1906
DAWIDOWICZ,1905
KILIAN,1905
PACH,1902
BOCIAN,1901
MARCZYK,1901
NYKIEL,1900
PIECHOWIAK,1900
BOGUSŁAWSKI,1899
SAWCZUK,1899
WOJEWODA,1898
ŻMIJEWSKI,1898
KUPIS,1897
TOMASZEK,1896
GUZOWSKI,1895
ZAJDEL,1895
SKRZYŃSKI,1894
WYSOKIŃSKI,1894
SKRZYPIEC,1893
RZEŹNIK,1891
STAWSKI,1891
KUŹNIAR,1890
MATUSZEK,1890
ŻOCHOWSKI,1889
KOCH,1887
KUPCZAK,1885
RYBCZYŃSKI,1884
JACH,1883
KICIŃSKI,1882
ZWIERZCHOWSKI,1882
LABUDA,1881
MAĆKOWSKI,1881
MITURA,1879
GONDEK,1878
MROZOWSKI,1876
PTASZYŃSKI,1874
NOWOSIELSKI,1873
SAMBORSKI,1873
GŁUCHOWSKI,1872
CHOIŃSKI,1871
NOSEK,1870
OLEK,1870
KUBAS,1869
KARPOWICZ,1866
DZIK,1863
DZIĘCIOŁ,1862
KULKA,1860
ŁUKASIAK,1860
OZIMEK,1859
ŁUKAWSKI,1857
JODŁOWSKI,1855
CYWIŃSKI,1854
MIELEWCZYK,1850
STANKOWSKI,1850
SŁOWIKOWSKI,1849
MARCZUK,1848
POŁEĆ,1848
ROZWADOWSKI,1847
DRZAZGA,1846
WOJNAR,1845
CHOLEWIŃSKI,1844
ŻBIKOWSKI,1844
BORAWSKI,1841
PAWŁOWICZ,1841
SZMYT,1840
CISZEK,1838
SOJA,1838
ZABIELSKI,1838
CAŁKA,1837
HEBDA,1837
ROGUSKI,1837
SOBIERAJSKI,1837
ANIOŁ,1836
SOSNA,1836
SPYCHALSKI,1835
BUDNIK,1834
WOŹNICKI,1834
BOROWY,1833
ŁOBODA,1830
SZEWC,1829
BIEDRZYCKI,1828
GRABIEC,1828
ABRAMCZYK,1827
CISEK,1827
SŁOTA,1826
SUŁEK,1824
KUKLIŃSKI,1819
DOMINIK,1818
KUCZERA,1812
HINC,1810
PRZYBYLAK,1808
PLATA,1805
PŁACHTA,1804
ADAMCZUK,1803
KOZUB,1803
STAWARZ,1802
TABAKA,1802
GAWŁOWSKI,1801
BARCZAK,1799
KOBIELA,1799
KOPKA,1798
PIWOŃSKI,1797
GAWĘDA,1796
PAWLACZYK,1795
TARASIUK,1795
FORTUNA,1794
KNOP,1794
PIASKOWSKI,1793
WINKLER,1793
PATYK,1792
MACIEJCZYK,1791
JAKUBIK,1790
STARCZEWSKI,1789
KALISZEWSKI,1785
ROMAŃCZUK,1785
DURAJ,1784
GÓRCZYŃSKI,1784
SKUZA,1782
GIERSZEWSKI,1781
MOKRZYCKI,1781
FORNAL,1778
LISZEWSKI,1778
KĘDZIA,1775
WALICKI,1775
KURIATA,1774
LASKA,1773
PRZYBYŁO,1773
ROWIŃSKI,1773
PŁÓCIENNIK,1772
ROGULSKI,1771
DYBOWSKI,1770
KUŚNIERZ,1769
ABRAMOWICZ,1767
DZIĘGIELEWSKI,1767
WICHER,1766
FLORCZYK,1765
KĘDRA,1765
KOZIKOWSKI,1765
POLKOWSKI,1764
RYNKIEWICZ,1764
BANASZKIEWICZ,1763
POLOK,1762
GIBAS,1761
GUTKOWSKI,1760
WOJTYSIAK,1760
JANECKI,1758
POPIEL,1756
STAWIARSKI,1755
DĘBIŃSKI,1753
FILIPOWSKI,1749
KWAŚNIK,1749
MIŁEK,1749
DOPIERAŁA,1748
MELLER,1748
PŁUCIENNIK,1748
SIEMIŃSKI,1748
KULCZYCKI,1747
PAWEŁEK,1747
JASIAK,1744
CELIŃSKI,1742
DEPTA,1742
IGNACZAK,1742
WALASEK,1742
ADAMKIEWICZ,1739
MARCINEK,1739
POKORA,1739
SWOBODA,1739
WIATROWSKI,1739
PAWLUS,1738
PIECUCH,1738
CZARNOWSKI,1737
KLIMOWICZ,1736
ŁADA,1735
ĆWIKŁA,1734
ŻACZEK,1733
SZCZĘCH,1731
JANUSZKIEWICZ,1730
BARSZCZEWSKI,1729
ŁUKOWSKI,1728
ZELEK,1727
ANDRZEJAK,1726
PIWKO,1723
CABAJ,1722
LEJA,1722
LUPA,1721
PIEKARCZYK,1721
WILKOWSKI,1721
KRYGIER,1720
MARTYNIUK,1717
BINKOWSKI,1716
POŹNIAK,1716
WARDA,1716
KOSEK,1715
SIEŃKO,1715
ZIENKIEWICZ,1715
MIAZGA,1714
OBARA,1714
SAŁATA,1712
FORYŚ,1711
BIŃKOWSKI,1710
FILA,1709
MOMOT,1709
SZEWCZAK,1709
DEMBIŃSKI,1707
GIERCZAK,1707
KALICKI,1707
WALASZCZYK,1707
JAROSIŃSKI,1706
KUFEL,1706
PUSTELNIK,1706
SOŁTYSIK,1706
BALIŃSKI,1705
PANKIEWICZ,1705
PNIEWSKI,1705
JUREWICZ,1703
MOSZCZYŃSKI,1703
CHRZĄSZCZ,1702
FRĄCKIEWICZ,1702
KUKUŁA,1702
MIODUSZEWSKI,1702
SOBALA,1702
ZDANOWSKI,1701
JANOWICZ,1700
SOBIECH,1700
KOWNACKI,1698
KLICH,1697
BADOWSKI,1696
KWAPISZ,1696
PIETRUCHA,1696
WSZOŁEK,1696
KLIMCZYK,1695
CHMIELECKI,1694
GOŁDA,1693
ŻABIŃSKI,1693
PLISZKA,1692
JASEK,1691
NIZIOŁEK,1691
ZAWADKA,1691
KRZEMIEŃ,1690
NARLOCH,1689
KACPERSKI,1688
STEFANOWSKI,1687
LENARTOWICZ,1686
TERLECKI,1686
KOŚCIELNY,1684
KOWALKOWSKI,1684
KRZYŻANIAK,1684
KOŻUCH,1682
ŚWITALSKI,1682
BONIECKI,1681
DANILUK,1681
MATYSEK,1680
CHLEBOWSKI,1677
GONTARZ,1677
MRUK,1677
SKRZYPCZYK,1677
KUR,1674
MOŚCICKI,1672
SAŁEK,1671
BIENIAS,1670
ZIOBRO,1670
BĄCZKOWSKI,1669
GŁUSZEK,1669
WOLANIN,1669
SASIN,1667
SZPAKOWSKI,1667
MAŁACHOWSKI,1666
OPALIŃSKI,1666
KAZIMIERSKI,1665
PIKUŁA,1665
CHUDZIŃSKI,1664
KLESZCZ,1664
KOŚMIDER,1664
SAMSEL,1664
BROŻYNA,1663
PIECHOWSKI,1662
PIELA,1661
SZMIT,1660
SKOTNICKI,1659
MLECZKO,1658
BARTOSZ,1657
SZYDŁO,1657
KORALEWSKI,1656
SAK,1656
FICEK,1654
JASIK,1654
CZERNIAWSKI,1653
GŁODEK,1651
SAS,1651
BARTOSZEWICZ,1650
BĘBENEK,1650
KASIŃSKI,1648
SOLARZ,1648
LIGĘZA,1647
GWIZDAŁA,1645
RYSZKA,1645
PAWEŁCZYK,1644
SARNECKI,1644
KUŁAGA,1641
KOPIEC,1640
GRABIŃSKI,1638
PARZYCH,1638
PEPLIŃSKI,1638
CZOP,1636
GAWRYŚ,1635
ISKRA,1635
ŚWIĘCICKI,1635
WANAT,1635
KLIMKIEWICZ,1634
OCHMAN,1633
STASIK,1632
NIEDBAŁA,1631
BAJER,1630
RUTA,1630
KAIM,1628
IDZIKOWSKI,1625
SIWIŃSKI,1624
IGNASIAK,1620
KRZYSZTOFIK,1620
PASIEKA,1620
CICHOWSKI,1618
URBANIK,1618
PIECHA,1617
SADŁOWSKI,1617
OKOŃSKI,1616
ROSTKOWSKI,1616
CIEŚLAR,1614
BAŃKA,1613
MANIA,1613
KŁAK,1612
LECHOWICZ,1612
ZDUŃCZYK,1611
RZEPA,1607
JURGA,1606
MICHALEC,1606
ORLIŃSKI,1606
SZYMBORSKI,1604
DRAB,1603
JAWOROWSKI,1603
ŚWINIARSKI,1602
OLEJARZ,1601
BARNAŚ,1599
KARWAT,1599
KOSAKOWSKI,1599
GÓRNIK,1598
KOVALCHUK,1598
MATKOWSKI,1598
DOMARADZKI,1597
KOSECKI,1597
PONIATOWSKI,1597
KONKOL,1596
PALKA,1596
POLAKOWSKI,1596
SYPNIEWSKI,1594
BIL,1593
SZYMURA,1593
BABIŃSKI,1592
JABŁONOWSKI,1592
MACIAK,1592
ORLIK,1592
ULATOWSKI,1592
DRAGAN,1591
GRAD,1591
BORZĘCKI,1590
ŻYDEK,1590
BOCZEK,1588
ROJEWSKI,1588
TARGOSZ,1587
GRUSZECKI,1586
JURASZEK,1586
KUŹNIK,1586
MAJCHROWSKI,1586
BŁASIAK,1585
SZCZĘŚNIAK,1585
WĄTROBA,1584
KIERZKOWSKI,1583
SŁABY,1582
BOMBA,1577
ŁOZIŃSKI,1576
PRUSAK,1576
PRZYBOROWSKI,1576
WINIARCZYK,1576
CIESZYŃSKI,1575
WILCZAK,1575
BASIŃSKI,1574
KACPRZYK,1574
KISZKA,1572
MACHAJ,1570
PORADA,1570
SADKOWSKI,1570
ZARZECKI,1570
CHĘCIŃSKI,1567
BRZÓSKA,1566
KRYŃSKI,1564
TYSZKA,1564
SPYRA,1563
CZARNIK,1562
SUSZEK,1560
JARZĄB,1558
PALIWODA,1558
BODNAR,1557
ŁUKASZCZYK,1557
MYŚLIŃSKI,1557
STEFANOWICZ,1557
GAWIN,1556
KANTOR,1556
KUSTRA,1555
DOMIN,1554
LEWKOWICZ,1554
SÓJKA,1552
JAGŁA,1551
KASPRZYCKI,1551
MUSIELAK,1551
GŁUCH,1549
MIERNIK,1549
TOCZEK,1549
BOCZKOWSKI,1548
JAGIEŁA,1548
KLEPACKI,1548
SKOCZEŃ,1548
KORYCKI,1547
ZĄBEK,1547
GIEMZA,1545
WOJTAŚ,1544
GRALAK,1543
KARBOWIAK,1543
MRÓWKA,1543
WIKTOROWICZ,1543
NIKIEL,1540
KRZYWDA,1539
WAWER,1538
PIETRASIK,1537
CICHECKI,1536
KĄDZIELA,1535
KĄDZIOŁKA,1535
MICKIEWICZ,1535
WACHOWICZ,1535
CHMIELOWIEC,1534
JASZCZUK,1534
NAPORA,1534
SOBIECKI,1534
WALA,1530
MOCZULSKI,1528
JARZYNA,1527
WRONKA,1527
BAŁA,1526
GALANT,1526
ŚWISTAK,1526
SUKIENNIK,1525
SKWARA,1524
JÓZEFIAK,1523
SUDER,1523
CZERNIK,1520
KOCOT,1520
BRZOSTEK,1517
PŁOTKA,1517
BYKOWSKI,1516
GĘBALA,1516
KALEMBA,1516
KLOCEK,1516
SUWAŁA,1516
LIPOWSKI,1515
GRALA,1514
TAŃSKI,1514
KOTECKI,1513
FIRLEJ,1512
GŁÓD,1512
OSIAK,1512
CHRZAN,1511
KACZMARZYK,1511
DUTKA,1509
KOCIOŁEK,1509
KUŚMIERCZYK,1509
SABAT,1509
STEFAŃCZYK,1508
CISOWSKI,1505
BRYL,1504
BIAŁOWĄS,1503
DYRDA,1502
KONIK,1502
KUŚMIERZ,1502
ŻYWICKI,1502
CIOSEK,1501
POGODA,1501
KOPERSKI,1496
POLOCZEK,1496
ORLIKOWSKI,1495
LANGNER,1494
BALCER,1493
JOPEK,1493
MNICH,1493
ANTOSIK,1491
PIETKIEWICZ,1491
PODOLAK,1491
RODZIEWICZ,1491
MAKSYMIUK,1490
PRZYTUŁA,1490
SŁOMSKI,1489
TYSZKIEWICZ,1489
DEJA,1487
WOJTALA,1487
ANDRUSZKIEWICZ,1483
BĘDKOWSKI,1482
PIÓRO,1482
SOROKA,1481
GOŁDYN,1480
KOTWICA,1480
PŁAZA,1480
PAWLUK,1479
SZYSZKO,1478
BOIKO,1477
CIECHANOWSKI,1476
SZMIGIEL,1476
SIWIK,1475
STAŚKIEWICZ,1475
ZYŚK,1475
BATKO,1474
PABIAN,1474
SOBOL,1474
DMOCHOWSKI,1473
KRZYWICKI,1473
RADZIK,1473
CZERNECKI,1471
WŁODARCZAK,1471
KRZYŻAK,1470
PACHOLSKI,1470
KRYSZTOFIAK,1469
BAJOREK,1468
FEDOROWICZ,1468
JAŃCZAK,1468
PIETRASZEK,1468
PIETRUSZEWSKI,1468
GINTER,1466
GRZESZCZAK,1466
SZERSZEŃ,1466
GRĄDZKI,1465
ŁĘCKI,1465
BOLEK,1464
PODSIADŁY,1463
ROKOSZ,1463
STRUZIK,1463
CHYŁA,1462
JAŻDŻEWSKI,1462
MĄCZYŃSKI,1462
MIOTK,1462
CHROSTOWSKI,1461
JAREK,1461
KASZA,1461
MICHNA,1461
ŻÓŁTOWSKI,1461
BUTKIEWICZ,1460
ANTONIUK,1458
BRZOZA,1458
KWIDZIŃSKI,1457
GODEK,1456
KRYNICKI,1456
KUŁAK,1456
KURZEJA,1456
PYTLIK,1456
TĘCZA,1455
ZAWIERUCHA,1454
PUDŁO,1453
KRET,1452
STARZYK,1452
TYCZYŃSKI,1451
MALCZYK,1450
DZIUBEK,1449
KARBOWNIK,1449
KOCIK,1449
PRZYWARA,1449
DEREŃ,1448
FISZER,1448
RAPACZ,1446
TALAGA,1446
OBRĘBSKI,1445
WASIK,1445
FILIPKOWSKI,1444
MISZCZUK,1444
SINGH,1444
KORCZ,1443
MIŁKOWSKI,1443
PAWELCZYK,1441
WOŁOWIEC,1441
KOTAS,1440
GORZKOWSKI,1439
BOROWIK,1438
KRUPSKI,1438
ŁASKI,1438
STAROSTA,1436
BARTOSZEWSKI,1435
ŚWIDEREK,1435
WEGNER,1435
GOŁAWSKI,1434
KUCZKOWSKI,1434
PAŁASZ,1434
PIEKUT,1434
TARNAWSKI,1434
WASILUK,1434
GOŹDZIK,1432
STANIK,1431
SADŁO,1430
PASZKO,1429
RUSIECKI,1429
ŁAGOWSKI,1426
BRZEZICKI,1425
BARYŁA,1422
STRZYŻEWSKI,1421
WASZCZUK,1421
WENTA,1421
KACZKOWSKI,1420
GRUBA,1419
KAPAŁA,1419
BARTKIEWICZ,1418
GÓŹDŹ,1418
PTASZEK,1418
WIERZBA,1418
IVANOV,1417
JEDLIŃSKI,1417
ZWIERZYŃSKI,1417
ŻABA,1417
KUKIEŁKA,1416
NIEWĘGŁOWSKI,1416
KUBIŃSKI,1415
NOWOSAD,1411
SZCZEPKOWSKI,1411
FRANCZYK,1410
NOWIK,1410
KURPIEWSKI,1408
MŁYŃSKI,1407
REGULSKI,1407
SZABLEWSKI,1407
JANCZEWSKI,1406
GÓRNICKI,1405
PTASIŃSKI,1403
LIPA,1402
SKOCZEK,1402
KMITA,1401
KOCOŃ,1401
KOSICKI,1401
NĘDZA,1401
SOBECKI,1400
GĘBSKI,1399
ŁOJEK,1399
ŻĄDŁO,1399
ROGACKI,1398
GUCWA,1397
ŻYGADŁO,1397
MALIŃSKI,1396
PAŁYS,1396
CZECHOWICZ,1395
GNIADEK,1395
GRONOWSKI,1393
LESIŃSKI,1393
MACHURA,1392
SMAGA,1392
KIEDROWSKI,1391
MIELNICZUK,1390
STOLAREK,1390
CHMIELOWSKI,1389
KONIOR,1389
LISIAK,1389
GOLIK,1388
KURDZIEL,1387
PAKULSKI,1387
BARTOS,1386
CHODOROWSKI,1386
RAFALSKI,1386
STEFANIUK,1386
ZIÓŁEK,1386
JĘDRZEJAK,1385
SULIMA,1385
JURA,1384
KRAWCZAK,1384
SZAŁKOWSKI,1383
SCHULZ,1381
DUDKA,1380
FĄFARA,1380
CIEPLIŃSKI,1379
MATUSZCZYK,1379
WIEWIÓRA,1379
BLICHARZ,1378
KASZUBOWSKI,1378
MUZYKA,1378
RICHTER,1378
PROKOPOWICZ,1377
SZCZECIŃSKI,1377
LIBERA,1376
SKRZYNIARZ,1376
MARSZAŁ,1375
ŚMIAŁEK,1375
CEGIELSKI,1373
DMOWSKI,1373
RAWSKI,1373
KROPIDŁOWSKI,1372
MAKOWIECKI,1372
PERZ,1372
SAKOWICZ,1371
KMIECIAK,1370
OLKOWSKI,1370
WALKOWSKI,1370
JAMROZIK,1369
KĘSKA,1369
ROMANOWICZ,1369
KOBIAŁKA,1368
DRĄŻEK,1367
SARZYŃSKI,1367
JELIŃSKI,1366
SAWA,1366
WIĘCŁAW,1366
CZEKAŁA,1365
IDZIAK,1365
OPAŁKA,1364
RZESZUTEK,1364
KARP,1363
KIJEWSKI,1363
KOŁTUN,1363
BRYŚ,1362
STARZEC,1362
STYŚ,1362
BURAK,1361
KONIECZKA,1361
FRYC,1360
ŚMIETANA,1359
WAŻNY,1359
JARZYŃSKI,1358
ZAMOJSKI,1358
DZIADOSZ,1357
WOJTAL,1356
SULEJ,1355
MIGDAŁ,1354
MRÓWCZYŃSKI,1354
JAKUBEK,1353
AUGUSTYNOWICZ,1352
MOŻDŻEŃ,1352
NIEWIŃSKI,1352
WĄCHAŁA,1351
GRZEGOREK,1349
PALACZ,1349
BUJNOWSKI,1348
MARCZYŃSKI,1347
CZEKALSKI,1346
MÜLLER,1346
STROJNY,1346
WALCZUK,1346
GĘBKA,1345
KRYCZKA,1345
MAGDZIARZ,1345
SKARŻYŃSKI,1344
BRZÓZKA,1343
DĘBEK,1343
DZIUBIŃSKI,1343
GAPIŃSKI,1343
KRASNODĘBSKI,1343
SHEVCHUK,1343
SZREDER,1343
BIGOS,1342
WOJCIESZAK,1342
KOCHAN,1341
SZYMKIEWICZ,1341
WĄDOŁOWSKI,1341
KARASIEWICZ,1340
MADEJA,1339
MAŁKIEWICZ,1339
BACZEWSKI,1338
CYBULA,1338
ŁUKASZUK,1338
STACHYRA,1338
PACYNA,1337
RYDZ,1337
KAPŁON,1336
MURZYN,1336
STRZAŁKA,1336
MICHNIEWICZ,1335
CZOPEK,1334
DANIELEWICZ,1334
SHEVCHENKO,1334
KOLIŃSKI,1333
FIJOŁEK,1332
LUBAŃSKI,1332
ŚWIĘTEK,1332
BIZOŃ,1331
BŁOCH,1331
BORUTA,1331
LANGER,1331
BŁAŻEJCZYK,1330
MIŁOSZ,1330
RĘBISZ,1330
NIEDŹWIEDZKI,1329
PAŁCZYŃSKI,1329
ZANIEWSKI,1328
ŻUROWSKI,1328
KOTŁOWSKI,1327
CZARKOWSKI,1325
JAWOREK,1325
DZWONKOWSKI,1323
GACA,1323
ŁUPIŃSKI,1323
STRÓŻYK,1323
WOŁEK,1322
KOŹLIK,1320
RADZIEJEWSKI,1319
WOLF,1319
SIEKIERSKI,1318
SIELSKI,1318
GRAJEWSKI,1315
STĘPIŃSKI,1313
DOROSZ,1311
KURZYŃSKI,1311
MATUŁA,1311
SŁOMA,1311
SOKALSKI,1311
PSZCZÓŁKOWSKI,1310
MIKRUT,1309
SKAWIŃSKI,1309
FURMANEK,1307
GUZY,1307
KULAK,1307
GROMADZKI,1305
KŁYS,1305
TYBURSKI,1305
KRYSIŃSKI,1304
WALASZEK,1304
KARCZMARCZYK,1303
PUDEŁKO,1303
JANECZKO,1302
MICHTA,1302
CIECIERSKI,1301
DOBEK,1301
GAIK,1301
SKÓRKA,1301
WOCH,1301
BUCZAK,1300
OLSZOWY,1300
PAROL,1300
RUSAK,1300
CZERSKI,1299
HAWRYLUK,1299
KULCZYŃSKI,1299
OCZKOWSKI,1299
OKRÓJ,1299
RYGIELSKI,1299
SURMACZ,1299
GRZANKA,1298
MAŚLAK,1298
ŚMIGIEL,1298
GRZĘDA,1297
KUMOR,1297
LATOS,1297
GOŚCINIAK,1296
PASTUSZAK,1296
PRUSZYŃSKI,1296
KLIMKOWSKI,1295
BAJ,1294
MAZGAJ,1293
GREŃ,1292
JAROSZEWICZ,1292
KRAUS,1292
PALUSZKIEWICZ,1292
POTRYKUS,1292
FIC,1291
JUSZKIEWICZ,1291
LIZAK,1291
SIECZKA,1290
JANOTA,1289
KOVAL,1289
RADOŃ,1289
WYKA,1289
ARCISZEWSKI,1288
ROSÓŁ,1288
SŁUPSKI,1288
KONEFAŁ,1287
GALUS,1286
KABAT,1286
CHABOWSKI,1285
BARSKI,1284
GAŁEK,1284
JAROSZEK,1284
BONDARENKO,1283
BAR,1282
PADUCH,1282
ADAMOWSKI,1281
CIURA,1280
GALA,1280
POTOCZNY,1280
WOJTKIEWICZ,1280
KALATA,1279
REKOWSKI,1277
RYCHTER,1277
PELCZAR,1276
REK,1275
SKÓRSKI,1275
STANIEK,1275
BABICZ,1273
BARTYZEL,1272
GRUCHAŁA,1272
MATYS,1272
CIUPA,1271
KOLANO,1271
ŁOPATA,1271
BIEGUN,1269
POMORSKI,1269
BISKUPSKI,1268
KUBAT,1268
PALA,1268
FIEDOROWICZ,1267
KUĆ,1267
RUTKA,1267
GÓRAK,1266
KUPKA,1266
TKOCZ,1266
ŻYŁKA,1266
BACH,1265
JASZCZAK,1265
KIJAK,1265
KARDAS,1264
PŁOŃSKI,1264
ŁABĘDZKI,1263
MIGAS,1263
POWROŹNIK,1263
STOPKA,1263
DOLECKI,1262
NAKONIECZNY,1262
BRZYSKI,1261
NAWARA,1261
SZYMONIAK,1261
TARCZYŃSKI,1261
SIEK,1260
NOGAJ,1259
SOSZYŃSKI,1259
BŁASZKOWSKI,1258
KOTULA,1257
OCHOCKI,1257
KIM,1256
KLECHA,1254
RAJSKI,1253
WENCEL,1252
GURGUL,1251
MARCHLEWSKI,1251
WALTER,1251
CEGLAREK,1249
GARBOWSKI,1249
IDZIK,1249
KASPERCZYK,1249
KUBIŚ,1248
PRZYBYŁOWSKI,1248
WOŹNICZKA,1248
WRZESZCZ,1247
BONK,1246
BUCKI,1246
SITKOWSKI,1246
SMOLAK,1246
ZIEMIŃSKI,1246
BĄCZYK,1245
GRADOWSKI,1245
ŁUNIEWSKI,1245
CIBOROWSKI,1244
DRZYMAŁA,1244
GŁĘBOCKI,1243
KARDASZ,1243
KOCJAN,1242
ZACHARSKI,1242
BAKALARZ,1241
KWIEK,1240
MARCISZ,1240
RACZEK,1240
RÓŻALSKI,1239
BRODZIŃSKI,1238
FOLTYN,1238
KUBERA,1238
SOBIESKI,1238
STRĄCZEK,1237
BAZAN,1236
CZARNIECKI,1236
MACIOŁEK,1236
STYCZEŃ,1236
BRZOSTOWSKI,1235
DUDZIC,1235
FOJCIK,1235
HOPPE,1235
NIZIOŁ,1234
TREDER,1234
ZAPART,1234
GRĘDA,1233
KLUCZYŃSKI,1233
KOPAŃSKI,1233
SMOLARCZYK,1232
DOMBROWSKI,1231
FIGURSKI,1231
WIERCIŃSKI,1231
FRONTCZAK,1230
JAROMIN,1230
PAŹDZIOR,1230
RUSZCZYK,1230
WISZOWATY,1230
GAŁKOWSKI,1229
DURKA,1228
KRAMARZ,1228
KURAS,1227
DOMŻALSKI,1225
KONKEL,1225
RAJEWSKI,1225
KONARZEWSKI,1224
SOLIŃSKI,1224
WAJS,1224
FALKIEWICZ,1223
MASTERNAK,1222
BUJALSKI,1221
JARZĘBSKI,1221
SZABŁOWSKI,1221
JAKUBOWICZ,1220
RADWAN,1220
WIĘCH,1220
BANASZCZYK,1219
STRUGAŁA,1219
SZARY,1219
GRZYWA,1218
ŁOJEWSKI,1218
SZYDLIK,1218
BYCZKOWSKI,1217
KUCIA,1216
KACZOREK,1215
MAZUROWSKI,1214
SIDOROWICZ,1214
GRODZICKI,1213
MROŻEK,1212
MRZYGŁÓD,1212
KOTLIŃSKI,1211
MAĆKIEWICZ,1211
STAŃKO,1211
GOS,1210
KOSIBA,1210
RYCZEK,1210
SULEWSKI,1210
WAŚKO,1210
MICHALCZUK,1209
ZABORSKI,1209
BERNAŚ,1208
LANGOWSKI,1207
ROLKA,1207
TALAREK,1207
BRODZIAK,1206
DYL,1206
MIKOS,1206
LEHMANN,1205
STASIUK,1205
JANIA,1204
LENKIEWICZ,1204
WEISS,1204
GARCZYŃSKI,1203
KEMPIŃSKI,1203
PROKOPIUK,1203
PYTLAK,1203
BUDZIK,1202
MATRAS,1202
SZLACHETKA,1202
OLSZÓWKA,1201
MUSIALIK,1200
ŚWIĘCH,1199
SIWY,1198
MATYSIK,1196
PIECZONKA,1195
KORDEK,1194
SULIKOWSKI,1194
DEMBOWSKI,1193
GRZESZCZUK,1193
JADCZAK,1193
LEBIODA,1193
TOMASIAK,1193
CHORĄŻY,1191
SKRODZKI,1190
PYZIK,1189
STANISZ,1189
